主id	名称	星级	品质	等级	战斗力	头像	宣言	前排怪1	前排怪2	前排怪3	后排1	后排2	后排3
2152	穆罕穆德超157	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2153	穆罕穆德超158	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2154	穆罕穆德超159	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2155	穆罕穆德超160	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2156	穆罕穆德超161	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2157	穆罕穆德超162	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2158	穆罕穆德超163	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2159	穆罕穆德超164	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2160	穆罕穆德超165	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2161	穆罕穆德超166	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2162	穆罕穆德超167	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2163	穆罕穆德超168	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2164	穆罕穆德超169	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2165	穆罕穆德超170	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2166	穆罕穆德超171	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2167	穆罕穆德超172	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2168	穆罕穆德超173	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2169	穆罕穆德超174	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2170	穆罕穆德超175	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2171	穆罕穆德超176	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2172	穆罕穆德超177	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2173	穆罕穆德超178	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2174	穆罕穆德超179	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2175	穆罕穆德超180	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2176	穆罕穆德超181	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2177	穆罕穆德超182	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2178	穆罕穆德超183	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2179	穆罕穆德超184	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2180	穆罕穆德超185	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2181	穆罕穆德超186	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2182	穆罕穆德超187	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2183	穆罕穆德超188	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2184	穆罕穆德超189	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2185	穆罕穆德超190	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2186	穆罕穆德超191	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2187	穆罕穆德超192	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2188	穆罕穆德超193	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2189	穆罕穆德超194	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2190	穆罕穆德超195	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2191	穆罕穆德超196	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2192	穆罕穆德超197	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2193	穆罕穆德超198	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2194	穆罕穆德超199	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2195	穆罕穆德超200	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2196	穆罕穆德超201	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2197	穆罕穆德超202	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2198	穆罕穆德超203	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2199	穆罕穆德超204	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2200	穆罕穆德超205	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2201	穆罕穆德超206	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2202	穆罕穆德超207	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2203	穆罕穆德超208	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2204	穆罕穆德超209	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2205	穆罕穆德超210	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2206	穆罕穆德超211	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2207	穆罕穆德超212	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2208	穆罕穆德超213	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2209	穆罕穆德超214	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2210	穆罕穆德超215	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2211	穆罕穆德超216	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2212	穆罕穆德超217	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2213	穆罕穆德超218	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2214	穆罕穆德超219	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2215	穆罕穆德超220	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2216	穆罕穆德超221	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2217	穆罕穆德超222	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2218	穆罕穆德超223	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2219	穆罕穆德超224	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2220	穆罕穆德超225	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2221	穆罕穆德超226	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2222	穆罕穆德超227	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2223	穆罕穆德超228	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2224	穆罕穆德超229	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2225	穆罕穆德超230	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2226	穆罕穆德超231	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2227	穆罕穆德超232	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2228	穆罕穆德超233	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2229	穆罕穆德超234	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2230	穆罕穆德超235	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2231	穆罕穆德超236	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2232	穆罕穆德超237	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2233	穆罕穆德超238	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2234	穆罕穆德超239	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2235	穆罕穆德超240	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2236	穆罕穆德超241	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2237	穆罕穆德超242	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2238	穆罕穆德超243	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2239	穆罕穆德超244	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2240	穆罕穆德超245	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2241	穆罕穆德超246	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2242	穆罕穆德超247	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2243	穆罕穆德超248	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2244	穆罕穆德超249	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2245	穆罕穆德超250	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2246	穆罕穆德超251	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2247	穆罕穆德超252	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2248	穆罕穆德超253	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2249	穆罕穆德超254	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2250	穆罕穆德超255	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2251	穆罕穆德超256	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2252	穆罕穆德超257	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2253	穆罕穆德超258	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2254	穆罕穆德超259	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2255	穆罕穆德超260	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2256	穆罕穆德超261	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2257	穆罕穆德超262	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2258	穆罕穆德超263	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2259	穆罕穆德超264	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2260	穆罕穆德超265	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2261	穆罕穆德超266	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2262	穆罕穆德超267	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2263	穆罕穆德超268	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2264	穆罕穆德超269	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2265	穆罕穆德超270	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2266	穆罕穆德超271	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2267	穆罕穆德超272	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2268	穆罕穆德超273	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2269	穆罕穆德超274	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2270	穆罕穆德超275	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2271	穆罕穆德超276	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2272	穆罕穆德超277	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2273	穆罕穆德超278	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2274	穆罕穆德超279	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2275	穆罕穆德超280	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2276	穆罕穆德超281	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2277	穆罕穆德超282	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2278	穆罕穆德超283	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2279	穆罕穆德超284	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2280	穆罕穆德超285	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2281	穆罕穆德超286	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2282	穆罕穆德超287	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2283	穆罕穆德超288	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2284	穆罕穆德超289	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2285	穆罕穆德超290	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2286	穆罕穆德超291	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2287	穆罕穆德超292	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2288	穆罕穆德超293	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2289	穆罕穆德超294	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2290	穆罕穆德超295	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2291	穆罕穆德超296	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2292	穆罕穆德超297	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2293	穆罕穆德超298	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2294	穆罕穆德超299	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2295	穆罕穆德超300	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2296	穆罕穆德超301	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2297	穆罕穆德超302	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2298	穆罕穆德超303	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2299	穆罕穆德超304	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2300	穆罕穆德超305	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2301	穆罕穆德超306	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2302	穆罕穆德超307	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2303	穆罕穆德超308	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2304	穆罕穆德超309	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2305	穆罕穆德超310	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2306	穆罕穆德超311	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2307	穆罕穆德超312	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2308	穆罕穆德超313	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2309	穆罕穆德超314	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2310	穆罕穆德超315	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2311	穆罕穆德超316	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2312	穆罕穆德超317	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2313	穆罕穆德超318	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2314	穆罕穆德超319	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2315	穆罕穆德超320	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2316	穆罕穆德超321	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2317	穆罕穆德超322	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2318	穆罕穆德超323	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2319	穆罕穆德超324	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2320	穆罕穆德超325	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2321	穆罕穆德超326	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2322	穆罕穆德超327	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2323	穆罕穆德超328	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2324	穆罕穆德超329	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2325	穆罕穆德超330	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2326	穆罕穆德超331	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2327	穆罕穆德超332	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2328	穆罕穆德超333	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2329	穆罕穆德超334	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2330	穆罕穆德超335	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2331	穆罕穆德超336	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2332	穆罕穆德超337	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2333	穆罕穆德超338	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2334	穆罕穆德超339	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2335	穆罕穆德超340	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2336	穆罕穆德超341	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2337	穆罕穆德超342	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2338	穆罕穆德超343	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2339	穆罕穆德超344	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2340	穆罕穆德超345	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2341	穆罕穆德超346	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2342	穆罕穆德超347	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2343	穆罕穆德超348	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2344	穆罕穆德超349	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2345	穆罕穆德超350	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2346	穆罕穆德超351	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2347	穆罕穆德超352	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2348	穆罕穆德超353	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2349	穆罕穆德超354	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2350	穆罕穆德超355	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2351	穆罕穆德超356	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2352	穆罕穆德超357	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2353	穆罕穆德超358	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2354	穆罕穆德超359	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2355	穆罕穆德超360	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2356	穆罕穆德超361	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2357	穆罕穆德超362	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2358	穆罕穆德超363	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2359	穆罕穆德超364	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2360	穆罕穆德超365	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2361	穆罕穆德超366	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2362	穆罕穆德超367	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2363	穆罕穆德超368	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2364	穆罕穆德超369	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2365	穆罕穆德超370	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2366	穆罕穆德超371	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2367	穆罕穆德超372	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2368	穆罕穆德超373	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2369	穆罕穆德超374	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2370	穆罕穆德超375	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2371	穆罕穆德超376	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2372	穆罕穆德超377	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2373	穆罕穆德超378	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2374	穆罕穆德超379	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2375	穆罕穆德超380	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2376	穆罕穆德超381	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2377	穆罕穆德超382	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2378	穆罕穆德超383	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2379	穆罕穆德超384	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2380	穆罕穆德超385	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2381	穆罕穆德超386	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2382	穆罕穆德超387	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2383	穆罕穆德超388	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2384	穆罕穆德超389	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2385	穆罕穆德超390	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2386	穆罕穆德超391	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2387	穆罕穆德超392	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2388	穆罕穆德超393	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2389	穆罕穆德超394	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2390	穆罕穆德超395	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2391	穆罕穆德超396	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2392	穆罕穆德超397	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2393	穆罕穆德超398	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2394	穆罕穆德超399	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2395	穆罕穆德超400	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2396	穆罕穆德超401	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2397	穆罕穆德超402	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2398	穆罕穆德超403	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2399	穆罕穆德超404	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2400	穆罕穆德超405	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2401	穆罕穆德超406	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2402	穆罕穆德超407	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2403	穆罕穆德超408	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2404	穆罕穆德超409	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2405	穆罕穆德超410	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2406	穆罕穆德超411	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2407	穆罕穆德超412	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2408	穆罕穆德超413	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2409	穆罕穆德超414	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2410	穆罕穆德超415	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2411	穆罕穆德超416	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2412	穆罕穆德超417	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2413	穆罕穆德超418	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2414	穆罕穆德超419	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2415	穆罕穆德超420	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2416	穆罕穆德超421	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2417	穆罕穆德超422	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2418	穆罕穆德超423	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2419	穆罕穆德超424	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2420	穆罕穆德超425	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2421	穆罕穆德超426	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2422	穆罕穆德超427	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2423	穆罕穆德超428	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2424	穆罕穆德超429	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2425	穆罕穆德超430	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2426	穆罕穆德超431	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2427	穆罕穆德超432	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2428	穆罕穆德超433	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2429	穆罕穆德超434	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2430	穆罕穆德超435	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2431	穆罕穆德超436	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2432	穆罕穆德超437	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2433	穆罕穆德超438	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2434	穆罕穆德超439	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2435	穆罕穆德超440	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2436	穆罕穆德超441	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2437	穆罕穆德超442	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2438	穆罕穆德超443	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2439	穆罕穆德超444	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2440	穆罕穆德超445	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2441	穆罕穆德超446	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2442	穆罕穆德超447	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2443	穆罕穆德超448	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2444	穆罕穆德超449	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2445	穆罕穆德超450	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2446	穆罕穆德超451	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2447	穆罕穆德超452	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2448	穆罕穆德超453	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2449	穆罕穆德超454	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2450	穆罕穆德超455	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2451	穆罕穆德超456	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2452	穆罕穆德超457	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2453	穆罕穆德超458	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2454	穆罕穆德超459	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2455	穆罕穆德超460	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2456	穆罕穆德超461	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2457	穆罕穆德超462	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2458	穆罕穆德超463	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2459	穆罕穆德超464	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
2460	穆罕穆德超465	4	1	15	6755	1	我是超级格斗家	100	117	122	104	101	105
