怪物ID	卡片ID	初始怒气	攻击怒气	被击怒气	击杀怒气	攻击	防御	生命	伤害	免伤	暴击	抗暴	暴击强度	破档	格挡	格挡强度	治疗	吸血	反伤	控制率	免控	是否物品怪	形象模型阶段	怪物是否为觉醒	小技能释放概率	小技能等级	怒气技能等级	被动1等级	被动2等级	被动3等级	被动4等级	卡片战魂等级
1285	1000001	-1000000	200	10000	300	14092	5519	313655	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1286	1000001	-1000000	200	10000	300	35224	5795	217571	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1287	1000016	-1000000	200	10000	300	17306	7224	407359	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1288	1000024	-1000000	200	10000	300	35224	5795	217571	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1289	1000025	-1000000	200	10000	300	22672	5209	197073	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1290	1000002	-1000000	200	10000	300	22672	5209	197073	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1291	1000020	-1000000	200	10000	300	14092	5519	313655	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1292	1000008	-1000000	200	10000	300	17306	7224	407359	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1293	1000007	-1000000	200	10000	300	28370	6759	257337	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1294	1000026	-1000000	200	10000	300	28370	6759	257337	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1295	1000004	-1000000	200	10000	300	14092	5519	313655	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1296	1000019	-1000000	200	10000	300	45583	11409	438129	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1297	1000012	-1000000	200	10000	300	45583	11409	438129	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1298	2000101	-1000000	200	10000	300	21275	2390	51640	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1299	2000102	-1000000	200	10000	300	21275	2390	51640	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1300	2000104	-1000000	200	10000	300	21275	2390	51640	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1301	2000105	-1000000	200	10000	300	21275	2390	51640	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1302	2000106	-1000000	200	10000	300	21275	2390	51640	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1303	2000109	-1000000	200	10000	300	21275	2390	51640	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1304	1000003	-1000000	200	10000	300	18992	7871	444007	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1305	1000021	-1000000	200	10000	300	15509	6026	342190	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1306	1000007	-1000000	200	10000	300	31167	7368	279754	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1307	1000008	-1000000	200	10000	300	18992	7871	444007	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1308	1000022	-1000000	200	10000	300	30437	4986	181035	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1309	1000028	-1000000	200	10000	300	30437	4986	181035	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1310	1000004	-1000000	200	10000	300	15509	6026	342190	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1311	1000020	-1000000	200	10000	300	15509	6026	342190	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1312	1000023	-1000000	200	10000	300	15509	6026	342190	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1313	1000005	-1000000	200	10000	300	24974	5691	214448	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1314	1000026	-1000000	200	10000	300	31167	7368	279754	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1315	1000001	-1000000	200	10000	300	18992	7871	444007	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1316	1000001	-1000000	200	10000	300	38630	6327	236667	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1317	1000011	-1000000	200	10000	300	63371	10352	403560	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1318	2000101	-1000000	200	10000	300	23451	2612	56184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1319	2000102	-1000000	200	10000	300	23451	2612	56184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1320	2000104	-1000000	200	10000	300	23451	2612	56184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1321	2000105	-1000000	200	10000	300	23451	2612	56184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1322	2000106	-1000000	200	10000	300	23451	2612	56184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1323	2000109	-1000000	200	10000	300	23451	2612	56184	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1324	1000001	-1000000	200	10000	300	17001	6558	371603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1325	1000002	-1000000	200	10000	300	27381	6196	232632	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1326	1000020	-1000000	200	10000	300	17001	6558	371603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1327	1000017	-1000000	200	10000	300	27381	6196	232632	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1328	1000005	-1000000	200	10000	300	27381	6196	232632	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1329	1000009	-1000000	200	10000	300	34091	8005	303183	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1330	1000003	-1000000	200	10000	300	20764	8548	481890	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1331	1000026	-1000000	200	10000	300	34091	8005	303183	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1332	1000023	-1000000	200	10000	300	17001	6558	371603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1333	1000001	-1000000	200	10000	300	42189	6886	256625	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1334	1000001	-1000000	200	10000	300	42189	6886	256625	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1335	1000025	-1000000	200	10000	300	27381	6196	232632	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1336	1000024	-1000000	200	10000	300	42189	6886	256625	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1337	2000101	-1000000	200	10000	300	26265	3030	72755	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1338	2000102	-1000000	200	10000	300	26265	3030	72755	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1339	2000104	-1000000	200	10000	300	26265	3030	72755	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1340	2000105	-1000000	200	10000	300	26265	3030	72755	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1341	2000106	-1000000	200	10000	300	26265	3030	72755	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1342	2000109	-1000000	200	10000	300	26265	3030	72755	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1343	1000027	-1000000	200	10000	300	48669	7950	297390	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1344	1000021	-1000000	200	10000	300	19611	7578	428418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1345	1000016	-1000000	200	10000	300	23964	9872	556338	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1346	1000023	-1000000	200	10000	300	19611	7578	428418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1347	1000003	-1000000	200	10000	300	23964	9872	556338	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1348	1000007	-1000000	200	10000	300	39293	9246	351662	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1349	1000001	-1000000	200	10000	300	23964	9872	556338	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1350	1000002	-1000000	200	10000	300	31511	7161	270034	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1351	1000012	-1000000	200	10000	300	62795	15501	596545	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1352	1000026	-1000000	200	10000	300	39293	9246	351662	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1353	1000001	-1000000	200	10000	300	48669	7950	297390	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1354	2000101	-1000000	200	10000	300	28618	3279	78407	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1355	2000102	-1000000	200	10000	300	28618	3279	78407	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1356	2000104	-1000000	200	10000	300	28618	3279	78407	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1357	2000105	-1000000	200	10000	300	28618	3279	78407	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1358	2000106	-1000000	200	10000	300	28618	3279	78407	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1359	2000109	-1000000	200	10000	300	28618	3279	78407	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1360	1000001	-1000000	200	10000	300	52589	8574	319677	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1361	1000027	-1000000	200	10000	300	52589	8574	319677	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1362	1000016	-1000000	200	10000	300	25948	10628	596979	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1363	1000022	-1000000	200	10000	300	41534	6789	245157	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1364	1000024	-1000000	200	10000	300	52589	8574	319677	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1365	1000007	-1000000	200	10000	300	42509	9958	377825	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1366	1000011	-1000000	200	10000	300	85968	13931	543237	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1367	1000015	-1000000	200	10000	300	85968	13931	543237	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1368	2000101	-1000000	200	10000	300	106	36	434	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1369	2000102	-1000000	200	10000	300	106	36	434	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1370	2000104	-1000000	200	10000	300	106	36	434	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1371	2000105	-1000000	200	10000	300	106	36	434	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1372	2000106	-1000000	200	10000	300	106	36	434	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1373	2000109	-1000000	200	10000	300	106	36	434	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1374	1000028	-1000000	200	10000	300	271	86	3240	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1375	1000003	-1000000	200	10000	300	259	178	5635	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1376	1000001	-1000000	200	10000	300	410	130	4860	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1377	1000001	-1000000	200	10000	300	173	119	3721	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1378	2000101	-1000000	200	10000	300	314	106	1256	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1379	2000102	-1000000	200	10000	300	314	106	1256	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1380	2000104	-1000000	200	10000	300	314	106	1256	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1381	2000105	-1000000	200	10000	300	314	106	1256	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1382	2000106	-1000000	200	10000	300	314	106	1256	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1383	2000109	-1000000	200	10000	300	314	106	1256	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1384	1000024	-1000000	200	10000	300	859	282	10188	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1385	1000027	-1000000	200	10000	300	859	282	10188	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1386	1000002	-1000000	200	10000	300	552	248	7575	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1387	1000009	-1000000	200	10000	300	744	337	10230	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1388	1000021	-1000000	200	10000	300	452	266	8538	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1389	1000007	-1000000	200	10000	300	744	337	10230	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1390	1000001	-1000000	200	10000	300	452	266	8538	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1391	1000001	-1000000	200	10000	300	859	282	10188	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1392	2000101	-1000000	200	10000	300	366	120	1418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1393	2000102	-1000000	200	10000	300	366	120	1418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1394	2000104	-1000000	200	10000	300	366	120	1418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1395	2000105	-1000000	200	10000	300	366	120	1418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1396	2000106	-1000000	200	10000	300	366	120	1418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1397	2000109	-1000000	200	10000	300	366	120	1418	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1398	1000020	-1000000	200	10000	300	536	299	9654	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1399	1000005	-1000000	200	10000	300	649	280	8550	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1400	1000022	-1000000	200	10000	300	732	240	8508	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1401	1000002	-1000000	200	10000	300	649	280	8550	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1402	2000101	-1000000	200	10000	300	557	183	2101	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1403	2000102	-1000000	200	10000	300	557	183	2101	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1404	2000104	-1000000	200	10000	300	557	183	2101	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1405	2000105	-1000000	200	10000	300	557	183	2101	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1406	2000106	-1000000	200	10000	300	557	183	2101	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1407	2000109	-1000000	200	10000	300	557	183	2101	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1408	1000023	-1000000	200	10000	300	827	449	14303	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1409	1000017	-1000000	200	10000	300	995	422	12645	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1410	1000009	-1000000	200	10000	300	1300	560	16785	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1411	1000028	-1000000	200	10000	300	1114	365	12603	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1412	1000007	-1000000	200	10000	300	1300	560	16785	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1413	1000016	-1000000	200	10000	300	1047	601	19306	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1414	1000021	-1000000	200	10000	300	827	449	14303	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1415	2000101	-1000000	200	10000	300	1073	374	3993	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1416	2000102	-1000000	200	10000	300	1073	374	3993	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1417	2000104	-1000000	200	10000	300	1073	374	3993	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1418	2000105	-1000000	200	10000	300	1073	374	3993	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1419	2000106	-1000000	200	10000	300	1073	374	3993	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1420	2000109	-1000000	200	10000	300	1073	374	3993	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1421	1000016	-1000000	200	10000	300	1469	828	26665	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1422	1000001	-1000000	200	10000	300	2071	660	22848	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1423	1000003	-1000000	200	10000	300	1469	828	26665	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1424	1000004	-1000000	200	10000	300	1173	624	19921	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1425	1000001	-1000000	200	10000	300	1469	828	26665	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1426	1000023	-1000000	200	10000	300	1173	624	19921	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1427	1000002	-1000000	200	10000	300	1419	587	17340	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1428	1000028	-1000000	200	10000	300	1579	512	17298	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1429	1000008	-1000000	200	10000	300	1469	828	26665	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1430	1000007	-1000000	200	10000	300	1830	772	22890	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1431	1000025	-1000000	200	10000	300	1419	587	17340	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1432	1000026	-1000000	200	10000	300	1830	772	22890	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1433	2000101	-1000000	200	10000	300	1848	520	6727	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1434	2000102	-1000000	200	10000	300	1848	520	6727	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1435	2000104	-1000000	200	10000	300	1848	520	6727	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1436	2000105	-1000000	200	10000	300	1848	520	6727	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1437	2000106	-1000000	200	10000	300	1848	520	6727	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1438	2000109	-1000000	200	10000	300	1848	520	6727	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1439	1000012	-1000000	200	10000	300	5957	790	76800	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1440	1000007	-1000000	200	10000	300	3547	1605	44805	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1441	1000028	-1000000	200	10000	300	3080	1040	33636	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1442	1000027	-1000000	200	10000	300	4030	1356	44301	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1443	1000024	-1000000	200	10000	300	4030	1356	44301	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1444	1000002	-1000000	200	10000	300	2754	1210	34140	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1445	1000001	-1000000	200	10000	300	2790	1724	53778	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1446	1000001	-1000000	200	10000	300	4030	1356	44301	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1447	1000023	-1000000	200	10000	300	2222	1289	40739	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1448	1000009	-1000000	200	10000	300	3547	1605	44805	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1449	1000021	-1000000	200	10000	300	2222	1289	40739	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1450	1000016	-1000000	200	10000	300	2790	1724	53778	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	3300	1	1	1	1	1	1	0,0,0,0
1451	2000101	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1452	2000102	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1453	2000104	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
1454	2000105	-1000000	200	10000	300	2734	624	8011	0	0	0	0	0	0	0	0	10000	0	0	0	0	0		0	0	1	1	1	1	1	1	0,0,0,0
